hardware,embedding_index,gate_name,probability
algiers,0,CNOT,0.991752
algiers,0,SX,0.999665
algiers,0,RZ,1.000000
algiers,0,SX,0.999421
algiers,0,CNOT,0.970844
algiers,0,RZ,1.000000
algiers,1,CNOT,0.991752
algiers,1,SX,0.999600
algiers,1,SX,0.999665
algiers,1,RZ,1.000000
algiers,1,CNOT,0.970844
algiers,1,RZ,1.000000
algiers,2,CNOT,0.982662
algiers,2,RZ,1.000000
algiers,2,SX,0.999193
algiers,2,CNOT,0.958976
algiers,2,SX,0.999551
algiers,2,RZ,1.000000
algiers,3,CNOT,0.958976
algiers,3,RZ,1.000000
algiers,3,SX,0.999193
algiers,3,CNOT,0.982662
algiers,3,SX,0.999737
algiers,3,RZ,1.000000
almaden,0,CNOT,0.959189
almaden,0,CNOT,0.969375
almaden,0,U2,0.996286
almaden,0,U2,0.998926
almaden,1,CNOT,0.938512
almaden,1,CNOT,0.959189
almaden,1,U2,0.996286
almaden,1,U2,0.998926
almaden,2,CNOT,0.975853
almaden,2,CNOT,0.986175
almaden,2,U2,0.999433
almaden,2,U2,0.998926
almaden,3,CNOT,0.986175
almaden,3,U2,0.999433
almaden,3,CNOT,0.975853
almaden,3,U2,0.998910
athens,0,CNOT,0.990051
athens,0,CNOT,0.986109
athens,0,SX,0.999539
athens,0,RZ,1.000000
athens,0,SX,0.999434
athens,0,RZ,1.000000
athens,1,CNOT,0.986109
athens,1,SX,0.999539
athens,1,RZ,1.000000
athens,1,SX,0.999536
athens,1,CNOT,0.990051
athens,1,RZ,1.000000
athens,2,CNOT,0.990051
athens,2,SX,0.999536
athens,2,CNOT,0.968226
athens,2,RZ,1.000000
athens,2,SX,0.998327
athens,2,RZ,1.000000
athens,3,RZ,1.000000
athens,3,CNOT,0.990051
athens,3,SX,0.999536
athens,3,SX,0.999539
athens,3,CNOT,0.968226
athens,3,RZ,1.000000
athens,4,CNOT,0.977398
athens,4,RZ,1.000000
athens,4,SX,0.998327
athens,4,RZ,1.000000
athens,4,SX,0.999536
athens,4,CNOT,0.968226
athens,5,CNOT,0.968226
athens,5,SX,0.998327
athens,5,CNOT,0.977398
athens,5,SX,0.999549
athens,5,RZ,1.000000
athens,5,RZ,1.000000
auckland,0,SX,0.999620
auckland,0,CNOT,0.989568
auckland,0,CNOT,0.990780
auckland,0,RZ,1.000000
auckland,0,SX,0.999582
auckland,0,RZ,1.000000
auckland,1,CNOT,0.989568
auckland,1,RZ,1.000000
auckland,1,CNOT,0.990780
auckland,1,SX,0.999620
auckland,1,SX,0.999502
auckland,1,RZ,1.000000
auckland,2,CNOT,0.989875
auckland,2,CNOT,0.970804
auckland,2,RZ,1.000000
auckland,2,SX,0.999714
auckland,2,SX,0.999358
auckland,2,RZ,1.000000
auckland,3,SX,0.999358
auckland,3,CNOT,0.989875
auckland,3,CNOT,0.970804
auckland,3,RZ,1.000000
auckland,3,SX,0.999650
auckland,3,RZ,1.000000
belem,0,SX,0.999383
belem,0,RZ,1.000000
belem,0,SX,0.998990
belem,0,CNOT,0.982571
belem,0,CNOT,0.986633
belem,0,RZ,1.000000
belem,1,CNOT,0.979302
belem,1,SX,0.999383
belem,1,RZ,1.000000
belem,1,SX,0.998990
belem,1,CNOT,0.982571
belem,1,RZ,1.000000
belem,2,CNOT,0.982571
belem,2,SX,0.998990
belem,2,CNOT,0.981564
belem,2,SX,0.999503
belem,2,RZ,1.000000
belem,2,RZ,1.000000
belem,3,CNOT,0.981564
belem,3,SX,0.998990
belem,3,CNOT,0.982571
belem,3,RZ,1.000000
belem,3,SX,0.999383
belem,3,RZ,1.000000
boeblingen,0,CNOT,0.984082
boeblingen,0,CNOT,0.968067
boeblingen,0,U2,0.998957
boeblingen,0,U2,0.997835
boeblingen,1,CNOT,0.984082
boeblingen,1,CNOT,0.968067
boeblingen,1,U2,0.998957
boeblingen,1,U2,0.999008
boeblingen,2,CNOT,0.984082
boeblingen,2,CNOT,0.973057
boeblingen,2,U2,0.999008
boeblingen,2,U2,0.998882
boeblingen,3,CNOT,0.984082
boeblingen,3,U2,0.999008
boeblingen,3,CNOT,0.973057
boeblingen,3,U2,0.998957
bogota,0,CNOT,0.989245
bogota,0,CNOT,0.975893
bogota,0,SX,0.999699
bogota,0,RZ,1.000000
bogota,0,SX,0.999535
bogota,0,RZ,1.000000
bogota,1,CNOT,0.975893
bogota,1,SX,0.999699
bogota,1,RZ,1.000000
bogota,1,SX,0.999664
bogota,1,CNOT,0.989245
bogota,1,RZ,1.000000
bogota,2,CNOT,0.989245
bogota,2,SX,0.999664
bogota,2,CNOT,0.905627
bogota,2,RZ,1.000000
bogota,2,SX,0.998467
bogota,2,RZ,1.000000
bogota,3,RZ,1.000000
bogota,3,CNOT,0.989245
bogota,3,SX,0.999664
bogota,3,SX,0.999699
bogota,3,CNOT,0.905627
bogota,3,RZ,1.000000
bogota,4,CNOT,0.987081
bogota,4,RZ,1.000000
bogota,4,SX,0.998467
bogota,4,RZ,1.000000
bogota,4,SX,0.999664
bogota,4,CNOT,0.905627
bogota,5,CNOT,0.905627
bogota,5,SX,0.998467
bogota,5,CNOT,0.987081
bogota,5,SX,0.999635
bogota,5,RZ,1.000000
bogota,5,RZ,1.000000
brooklyn,0,CNOT,0.991247
brooklyn,0,RZ,1.000000
brooklyn,0,CNOT,0.990178
brooklyn,0,RZ,1.000000
brooklyn,0,SX,0.999581
brooklyn,0,SX,0.999562
brooklyn,1,CNOT,0.988800
brooklyn,1,RZ,1.000000
brooklyn,1,CNOT,0.990178
brooklyn,1,RZ,1.000000
brooklyn,1,SX,0.999581
brooklyn,1,SX,0.999562
brooklyn,2,CNOT,0.943849
brooklyn,2,CNOT,0.943552
brooklyn,2,RZ,1.000000
brooklyn,2,SX,0.992362
brooklyn,2,SX,0.999559
brooklyn,2,RZ,1.000000
brooklyn,3,CNOT,0.943552
brooklyn,3,RZ,1.000000
brooklyn,3,SX,0.992362
brooklyn,3,CNOT,0.943849
brooklyn,3,SX,0.999324
brooklyn,3,RZ,1.000000
burlington,0,CNOT,0.988574
burlington,0,CNOT,0.971740
burlington,0,U2,0.999111
burlington,0,U2,0.999139
burlington,1,CNOT,0.968796
burlington,1,CNOT,0.971740
burlington,1,U2,0.999111
burlington,1,U2,0.999139
burlington,2,CNOT,0.988016
burlington,2,CNOT,0.971740
burlington,2,U2,0.999139
burlington,2,U2,0.999111
burlington,3,CNOT,0.971740
burlington,3,CNOT,0.988016
burlington,3,U2,0.999139
burlington,3,U2,0.999162
cairo,0,CNOT,0.994608
cairo,0,RZ,1.000000
cairo,0,RZ,1.000000
cairo,0,SX,0.999772
cairo,0,CNOT,0.993715
cairo,0,SX,0.999530
cairo,1,CNOT,0.993715
cairo,1,RZ,1.000000
cairo,1,SX,0.999530
cairo,1,SX,0.999685
cairo,1,CNOT,0.994608
cairo,1,RZ,1.000000
cairo,2,CNOT,0.964225
cairo,2,RZ,1.000000
cairo,2,SX,0.999572
cairo,2,CNOT,0.960856
cairo,2,SX,0.989396
cairo,2,RZ,1.000000
cairo,3,CNOT,0.960856
cairo,3,CNOT,0.964225
cairo,3,SX,0.989396
cairo,3,RZ,1.000000
cairo,3,SX,0.999772
cairo,3,RZ,1.000000
cambridge,0,CNOT,0.960467
cambridge,0,U2,0.999323
cambridge,0,CNOT,0.965320
cambridge,0,U2,0.997417
cambridge,1,CNOT,0.909940
cambridge,1,CNOT,0.960467
cambridge,1,U2,0.999323
cambridge,1,U2,0.997417
cambridge,2,CNOT,0.953668
cambridge,2,CNOT,0.500000
cambridge,2,U2,0.997990
cambridge,2,U2,0.999004
cambridge,3,CNOT,0.500000
cambridge,3,CNOT,0.953668
cambridge,3,U2,0.997990
cambridge,3,U2,0.998725
casablanca,0,CNOT,0.990641
casablanca,0,SX,0.998653
casablanca,0,RZ,1.000000
casablanca,0,SX,0.999457
casablanca,0,CNOT,0.979720
casablanca,0,RZ,1.000000
casablanca,1,CNOT,0.977097
casablanca,1,SX,0.998653
casablanca,1,RZ,1.000000
casablanca,1,SX,0.999457
casablanca,1,CNOT,0.979720
casablanca,1,RZ,1.000000
casablanca,2,CNOT,0.984213
casablanca,2,SX,0.999608
casablanca,2,SX,0.999278
casablanca,2,RZ,1.000000
casablanca,2,CNOT,0.990641
casablanca,2,RZ,1.000000
casablanca,3,SX,0.999608
casablanca,3,CNOT,0.990641
casablanca,3,RZ,1.000000
casablanca,3,CNOT,0.984213
casablanca,3,SX,0.998653
casablanca,3,RZ,1.000000
casablanca,4,CNOT,0.989127
casablanca,4,CNOT,0.984213
casablanca,4,RZ,1.000000
casablanca,4,SX,0.999278
casablanca,4,SX,0.999608
casablanca,4,RZ,1.000000
casablanca,5,CNOT,0.983638
casablanca,5,CNOT,0.984213
casablanca,5,RZ,1.000000
casablanca,5,SX,0.999278
casablanca,5,SX,0.999608
casablanca,5,RZ,1.000000
essex,0,CNOT,0.986121
essex,0,CNOT,0.978042
essex,0,U2,0.998816
essex,0,U2,0.999107
essex,1,CNOT,0.965330
essex,1,CNOT,0.978042
essex,1,U2,0.998816
essex,1,U2,0.999107
essex,2,CNOT,0.978042
essex,2,CNOT,0.964730
essex,2,U2,0.999107
essex,2,U2,0.999237
essex,3,CNOT,0.964730
essex,3,CNOT,0.978042
essex,3,U2,0.999107
essex,3,U2,0.998816
geneva,0,CNOT,0.987231
geneva,0,RZ,1.000000
geneva,0,SX,0.999443
geneva,0,CNOT,0.970609
geneva,0,SX,0.999502
geneva,0,RZ,1.000000
geneva,1,CNOT,0.970609
geneva,1,RZ,1.000000
geneva,1,SX,0.999443
geneva,1,CNOT,0.987231
geneva,1,SX,0.999834
geneva,1,RZ,1.000000
geneva,2,CNOT,0.984069
geneva,2,SX,0.998956
geneva,2,RZ,1.000000
geneva,2,CNOT,0.984151
geneva,2,SX,0.996905
geneva,2,RZ,1.000000
geneva,3,CNOT,0.966339
geneva,3,CNOT,0.984069
geneva,3,SX,0.998956
geneva,3,RZ,1.000000
geneva,3,SX,0.996905
geneva,3,RZ,1.000000
guadalupe,0,CNOT,0.988915
guadalupe,0,CNOT,0.988505
guadalupe,0,SX,0.999396
guadalupe,0,RZ,1.000000
guadalupe,0,SX,0.999590
guadalupe,0,RZ,1.000000
guadalupe,1,CNOT,0.988505
guadalupe,1,CNOT,0.984103
guadalupe,1,SX,0.999396
guadalupe,1,RZ,1.000000
guadalupe,1,SX,0.999590
guadalupe,1,RZ,1.000000
guadalupe,2,CNOT,0.990998
guadalupe,2,SX,0.999631
guadalupe,2,CNOT,0.984886
guadalupe,2,RZ,1.000000
guadalupe,2,SX,0.999436
guadalupe,2,RZ,1.000000
guadalupe,3,CNOT,0.990998
guadalupe,3,RZ,1.000000
guadalupe,3,SX,0.999670
guadalupe,3,CNOT,0.984886
guadalupe,3,SX,0.999631
guadalupe,3,RZ,1.000000
hanoi,0,CNOT,0.994440
hanoi,0,CNOT,0.992084
hanoi,0,SX,0.999787
hanoi,0,RZ,1.000000
hanoi,0,SX,0.999798
hanoi,0,RZ,1.000000
hanoi,1,CNOT,0.985446
hanoi,1,CNOT,0.992084
hanoi,1,SX,0.999787
hanoi,1,RZ,1.000000
hanoi,1,SX,0.999798
hanoi,1,RZ,1.000000
hanoi,2,CNOT,0.994440
hanoi,2,CNOT,0.990379
hanoi,2,SX,0.999709
hanoi,2,RZ,1.000000
hanoi,2,SX,0.999713
hanoi,2,RZ,1.000000
hanoi,3,CNOT,0.990379
hanoi,3,SX,0.999709
hanoi,3,SX,0.999278
hanoi,3,CNOT,0.994440
hanoi,3,RZ,1.000000
hanoi,3,RZ,1.000000
jakarta,0,CNOT,0.988858
jakarta,0,SX,0.999717
jakarta,0,RZ,1.000000
jakarta,0,SX,0.999699
jakarta,0,CNOT,0.988634
jakarta,0,RZ,1.000000
jakarta,1,SX,0.999717
jakarta,1,RZ,1.000000
jakarta,1,SX,0.999699
jakarta,1,CNOT,0.988634
jakarta,1,CNOT,0.985910
jakarta,1,RZ,1.000000
jakarta,2,SX,0.999699
jakarta,2,CNOT,0.988634
jakarta,2,RZ,1.000000
jakarta,2,CNOT,0.991773
jakarta,2,SX,0.999717
jakarta,2,RZ,1.000000
jakarta,3,CNOT,0.991773
jakarta,3,SX,0.999699
jakarta,3,SX,0.999587
jakarta,3,RZ,1.000000
jakarta,3,CNOT,0.988634
jakarta,3,RZ,1.000000
jakarta,4,CNOT,0.992385
jakarta,4,CNOT,0.991773
jakarta,4,RZ,1.000000
jakarta,4,SX,0.999587
jakarta,4,SX,0.999699
jakarta,4,RZ,1.000000
jakarta,5,CNOT,0.983225
jakarta,5,CNOT,0.991773
jakarta,5,RZ,1.000000
jakarta,5,SX,0.999587
jakarta,5,SX,0.999699
jakarta,5,RZ,1.000000
johannesburg,0,CNOT,0.976644
johannesburg,0,CNOT,0.966966
johannesburg,0,U2,0.998548
johannesburg,0,U2,0.998855
