algorithm_index,min_success0,avg_success0,max_success0,min_success1,avg_success1,max_success1,min_meas_succ,avg_meas_succ,max_meas_succ,min_diff_meas,avg_diff_meas,max_diff_meas,min_abs_diff_meas,avg_abs_diff_meas,max_abs_diff_meas,min_succ_1Q,avg_succ_1Q,max_succ_1Q,min_succ_2Q,avg_succ_2Q,max_succ_2Q,num_hardwares
0,0.5963,0.9396797101449272,0.9972,0.5963,0.9396797101449272,0.9972,0.5963,0.9396797101449272,0.9972,0.0,0.0,0.0,0.0,0.0,0.0,0.993546,0.9989602826086958,0.999834,0.5,0.9717366847826091,0.994608,138
1,0.7381,0.9480434242424245,0.9945,0.7381,0.9480434242424245,0.9945,0.7381,0.9480434242424245,0.9945,0.0,0.0,0.0,0.0,0.0,0.0,0.993546,0.9989746969696969,0.999733,0.905627,0.9775109393939392,0.994143,33
2,0.5963,0.9396797101449272,0.9972,0.5963,0.9396797101449272,0.9972,0.5963,0.9396797101449272,0.9972,0.0,0.0,0.0,0.0,0.0,0.0,0.993546,0.9989602826086958,0.999834,0.5,0.9717366847826091,0.994608,138
3,0.7381,0.9480434242424245,0.9945,0.7381,0.9480434242424245,0.9945,0.7381,0.9480434242424245,0.9945,0.0,0.0,0.0,0.0,0.0,0.0,0.993546,0.9989746969696969,0.999733,0.905627,0.9775109393939392,0.994143,33
4,0.5963,0.9388705882352939,0.9952,0.5963,0.9388705882352939,0.9952,0.5963,0.9388705882352939,0.9952,0.0,0.0,0.0,0.0,0.0,0.0,0.993546,0.9989561397058824,0.999834,0.5,0.9716856875000001,0.994608,136
5,0.61,0.6825,0.755,0.61,0.6825,0.755,0.61,0.6825,0.755,0.0,0.0,0.0,0.0,0.0,0.0,0.997451,0.9977229999999999,0.997995,0.5,0.71654275,0.953668,2
6,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.997451,0.997451,0.997451,0.5,0.726834,0.953668,1
7,0.61,0.6825,0.755,0.61,0.6825,0.755,0.61,0.6825,0.755,0.0,0.0,0.0,0.0,0.0,0.0,0.997451,0.9977229999999999,0.997995,0.5,0.71654275,0.953668,2
8,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.997451,0.997451,0.997451,0.5,0.726834,0.953668,1
9,0.61,0.6825,0.755,0.61,0.6825,0.755,0.61,0.6825,0.755,0.0,0.0,0.0,0.0,0.0,0.0,0.997451,0.9977229999999999,0.997995,0.5,0.71654275,0.953668,2
10,0.5963,0.942844,0.9972,0.5963,0.942844,0.9972,0.5963,0.942844,0.9972,0.0,0.0,0.0,0.0,0.0,0.0,0.994457,0.99894212,0.999772,0.5,0.97278502,0.994608,75
11,0.5963,0.942844,0.9972,0.5963,0.942844,0.9972,0.5963,0.942844,0.9972,0.0,0.0,0.0,0.0,0.0,0.0,0.994457,0.99894212,0.999772,0.5,0.97278502,0.994608,75
12,0.5963,0.9225688999999999,0.9952,0.5963,0.9225688999999999,0.9952,0.5963,0.9225688999999999,0.9952,0.0,0.0,0.0,0.0,0.0,0.0,0.996003,0.9989898333333332,0.999834,0.5,0.9627641666666669,0.99361,30
13,0.5963,0.9225688999999999,0.9952,0.5963,0.9225688999999999,0.9952,0.5963,0.9225688999999999,0.9952,0.0,0.0,0.0,0.0,0.0,0.0,0.996003,0.9989898333333332,0.999834,0.5,0.9627641666666669,0.99361,30
14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.0,0.0,0.0,0.0,0.0,0.0,0.997995,0.997995,0.997995,0.5,0.7062515,0.912503,1
20,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.0,0.0,0.0,0.0,0.0,0.0,0.997995,0.997995,0.997995,0.5,0.7062515,0.912503,1
21,0.9922,0.9946999999999999,0.9972,0.9922,0.9946999999999999,0.9972,0.9922,0.9946999999999999,0.9972,0.0,0.0,0.0,0.0,0.0,0.0,0.998759,0.999242,0.999725,0.947815,0.9752045,0.990307,2
22,0.9937,0.9939666666666667,0.9945,0.9937,0.9939666666666667,0.9945,0.9937,0.9939666666666667,0.9945,0.0,0.0,0.0,0.0,0.0,0.0,0.999442,0.9995553333333334,0.999722,0.985446,0.9907336666666667,0.99444,3
23,0.5963,0.9347109374999999,0.9908,0.5963,0.9347109374999999,0.9908,0.5963,0.9347109374999999,0.9908,0.0,0.0,0.0,0.0,0.0,0.0,0.995158,0.9990315781250002,0.999772,0.5,0.9712288203124997,0.994608,64
24,0.5963,0.9126025769230768,0.9875,0.5963,0.9126025769230768,0.9875,0.5963,0.9126025769230768,0.9875,0.0,0.0,0.0,0.0,0.0,0.0,0.997566,0.9991747307692308,0.999834,0.5,0.9624125000000002,0.99361,26
25,0.7381,0.9424563103448279,0.9922,0.7381,0.9424563103448279,0.9922,0.7381,0.9424563103448279,0.9922,0.0,0.0,0.0,0.0,0.0,0.0,0.996681,0.999136620689655,0.999733,0.905627,0.9786491379310343,0.994143,29
26,0.9723,0.98658,0.9951,0.9723,0.98658,0.9951,0.9723,0.98658,0.9951,0.0,0.0,0.0,0.0,0.0,0.0,0.994457,0.9976252000000001,0.999752,0.966966,0.9849340999999999,0.993001,5
27,0.99,0.992,0.9951,0.99,0.992,0.9951,0.99,0.992,0.9951,0.0,0.0,0.0,0.0,0.0,0.0,0.996902,0.9987662500000001,0.999727,0.947815,0.9744618749999999,0.992298,4
28,0.978,0.98735,0.9952,0.978,0.98735,0.9952,0.978,0.98735,0.9952,0.0,0.0,0.0,0.0,0.0,0.0,0.996003,0.997788,0.9996,0.929435,0.96505,0.991752,4
29,0.983,0.983,0.983,0.983,0.983,0.983,0.983,0.983,0.983,0.0,0.0,0.0,0.0,0.0,0.0,0.998713,0.998713,0.998713,0.960467,0.9628935,0.96532,1
30,0.983,0.9901,0.9972,0.983,0.9901,0.9972,0.983,0.9901,0.9972,0.0,0.0,0.0,0.0,0.0,0.0,0.993546,0.9966355,0.999725,0.90994,0.95982775,0.990307,2
31,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.997451,0.997451,0.997451,0.5,0.726834,0.953668,1
32,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.0,0.0,0.0,0.0,0.0,0.0,0.997995,0.997995,0.997995,0.5,0.7062515,0.912503,1
33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
